year,state,state_po,county_name,county_fips,party,candidatevotes,totalvotes
2016,ALABAMA,AL,AUTAUGA,1001,DEMOCRAT,5936,24973
2016,ALABAMA,AL,AUTAUGA,1001,REPUBLICAN,18172,24973
2016,ALABAMA,AL,BALDWIN,1003,DEMOCRAT,18458,95215
2016,ALABAMA,AL,BALDWIN,1003,REPUBLICAN,72883,95215
2016,ALABAMA,AL,BARBOUR,1005,DEMOCRAT,4871,10469
2016,ALABAMA,AL,BARBOUR,1005,REPUBLICAN,5454,10469
2016,ALABAMA,AL,BIBB,1007,DEMOCRAT,1874,8819
2016,ALABAMA,AL,BIBB,1007,REPUBLICAN,6738,8819
2016,ALABAMA,AL,BLOUNT,1009,DEMOCRAT,2156,25588
2016,ALABAMA,AL,BLOUNT,1009,REPUBLICAN,22859,25588
2016,ALABAMA,AL,BULLOCK,1011,DEMOCRAT,3530,4710
2016,ALABAMA,AL,BULLOCK,1011,REPUBLICAN,1140,4710
2016,ALABAMA,AL,BUTLER,1013,DEMOCRAT,3726,8732
2016,ALABAMA,AL,BUTLER,1013,REPUBLICAN,4901,8732
2016,ALABAMA,AL,CALHOUN,1015,DEMOCRAT,13242,47864
2016,ALABAMA,AL,CALHOUN,1015,REPUBLICAN,32865,47864
2016,ALABAMA,AL,CHAMBERS,1017,DEMOCRAT,5784,13900
2016,ALABAMA,AL,CHAMBERS,1017,REPUBLICAN,7843,13900
2016,ALABAMA,AL,CHEROKEE,1019,DEMOCRAT,1547,10733
2016,ALABAMA,AL,CHEROKEE,1019,REPUBLICAN,8953,10733
2016,ALABAMA,AL,CHILTON,1021,DEMOCRAT,2911,18369
2016,ALABAMA,AL,CHILTON,1021,REPUBLICAN,15081,18369
2016,ALABAMA,AL,CHOCTAW,1023,DEMOCRAT,3109,7292
2016,ALABAMA,AL,CHOCTAW,1023,REPUBLICAN,4106,7292
2016,ALABAMA,AL,CLARKE,1025,DEMOCRAT,5749,13031
2016,ALABAMA,AL,CLARKE,1025,REPUBLICAN,7140,13031
2016,ALABAMA,AL,CLAY,1027,DEMOCRAT,1237,6624
2016,ALABAMA,AL,CLAY,1027,REPUBLICAN,5245,6624
2016,ALABAMA,AL,CLEBURNE,1029,DEMOCRAT,684,6593
2016,ALABAMA,AL,CLEBURNE,1029,REPUBLICAN,5764,6593
2016,ALABAMA,AL,COFFEE,1031,DEMOCRAT,4221,20767
2016,ALABAMA,AL,COFFEE,1031,REPUBLICAN,15875,20767
2016,ALABAMA,AL,COLBERT,1033,DEMOCRAT,7312,24915
2016,ALABAMA,AL,COLBERT,1033,REPUBLICAN,16746,24915
2016,ALABAMA,AL,CONECUH,1035,DEMOCRAT,3080,6585
2016,ALABAMA,AL,CONECUH,1035,REPUBLICAN,3420,6585
2016,ALABAMA,AL,COOSA,1037,DEMOCRAT,1782,5252
2016,ALABAMA,AL,COOSA,1037,REPUBLICAN,3381,5252
2016,ALABAMA,AL,COVINGTON,1039,DEMOCRAT,2387,15940
2016,ALABAMA,AL,COVINGTON,1039,REPUBLICAN,13267,15940
2016,ALABAMA,AL,CRENSHAW,1041,DEMOCRAT,1664,6267
2016,ALABAMA,AL,CRENSHAW,1041,REPUBLICAN,4513,6267
2016,ALABAMA,AL,CULLMAN,1043,DEMOCRAT,3798,37873
2016,ALABAMA,AL,CULLMAN,1043,REPUBLICAN,32989,37873
2016,ALABAMA,AL,DALE,1045,DEMOCRAT,4413,18749
2016,ALABAMA,AL,DALE,1045,REPUBLICAN,13808,18749
2016,ALABAMA,AL,DALLAS,1047,DEMOCRAT,12836,18792
2016,ALABAMA,AL,DALLAS,1047,REPUBLICAN,5789,18792
2016,ALABAMA,AL,DEKALB,1049,DEMOCRAT,3622,25826
2016,ALABAMA,AL,DEKALB,1049,REPUBLICAN,21405,25826
2016,ALABAMA,AL,ELMORE,1051,DEMOCRAT,8443,37260
2016,ALABAMA,AL,ELMORE,1051,REPUBLICAN,27634,37260
2016,ALABAMA,AL,ESCAMBIA,1053,DEMOCRAT,4605,14845
2016,ALABAMA,AL,ESCAMBIA,1053,REPUBLICAN,9935,14845
2016,ALABAMA,AL,ETOWAH,1055,DEMOCRAT,10442,44164
2016,ALABAMA,AL,ETOWAH,1055,REPUBLICAN,32353,44164
2016,ALABAMA,AL,FAYETTE,1057,DEMOCRAT,1362,8249
2016,ALABAMA,AL,FAYETTE,1057,REPUBLICAN,6712,8249
2016,ALABAMA,AL,FRANKLIN,1059,DEMOCRAT,2197,12040
2016,ALABAMA,AL,FRANKLIN,1059,REPUBLICAN,9466,12040
2016,ALABAMA,AL,GENEVA,1061,DEMOCRAT,1525,11758
2016,ALABAMA,AL,GENEVA,1061,REPUBLICAN,9994,11758
2016,ALABAMA,AL,GREENE,1063,DEMOCRAT,4013,4880
2016,ALABAMA,AL,GREENE,1063,REPUBLICAN,838,4880
2016,ALABAMA,AL,HALE,1065,DEMOCRAT,4775,8040
2016,ALABAMA,AL,HALE,1065,REPUBLICAN,3173,8040
2016,ALABAMA,AL,HENRY,1067,DEMOCRAT,2292,8072
2016,ALABAMA,AL,HENRY,1067,REPUBLICAN,5632,8072
2016,ALABAMA,AL,HOUSTON,1069,DEMOCRAT,10664,42639
2016,ALABAMA,AL,HOUSTON,1069,REPUBLICAN,30728,42639
2016,ALABAMA,AL,JACKSON,1071,DEMOCRAT,3673,20984
2016,ALABAMA,AL,JACKSON,1071,REPUBLICAN,16672,20984
2016,ALABAMA,AL,JEFFERSON,1073,DEMOCRAT,156873,304191
2016,ALABAMA,AL,JEFFERSON,1073,REPUBLICAN,134768,304191
2016,ALABAMA,AL,LAMAR,1075,DEMOCRAT,1036,6966
2016,ALABAMA,AL,LAMAR,1075,REPUBLICAN,5823,6966
2016,ALABAMA,AL,LAUDERDALE,1077,DEMOCRAT,9952,39525
2016,ALABAMA,AL,LAUDERDALE,1077,REPUBLICAN,27899,39525
2016,ALABAMA,AL,LAWRENCE,1079,DEMOCRAT,3627,14829
2016,ALABAMA,AL,LAWRENCE,1079,REPUBLICAN,10833,14829
2016,ALABAMA,AL,LEE,1081,DEMOCRAT,21230,59191
2016,ALABAMA,AL,LEE,1081,REPUBLICAN,34617,59191
2016,ALABAMA,AL,LIMESTONE,1083,DEMOCRAT,9468,40294
2016,ALABAMA,AL,LIMESTONE,1083,REPUBLICAN,29067,40294
2016,ALABAMA,AL,LOWNDES,1085,DEMOCRAT,4883,6684
2016,ALABAMA,AL,LOWNDES,1085,REPUBLICAN,1751,6684
2016,ALABAMA,AL,MACON,1087,DEMOCRAT,7566,9140
2016,ALABAMA,AL,MACON,1087,REPUBLICAN,1431,9140
2016,ALABAMA,AL,MADISON,1089,DEMOCRAT,62822,163389
2016,ALABAMA,AL,MADISON,1089,REPUBLICAN,89520,163389
2016,ALABAMA,AL,MARENGO,1091,DEMOCRAT,5615,10994
2016,ALABAMA,AL,MARENGO,1091,REPUBLICAN,5233,10994
2016,ALABAMA,AL,MARION,1093,DEMOCRAT,1432,12984
2016,ALABAMA,AL,MARION,1093,REPUBLICAN,11274,12984
2016,ALABAMA,AL,MARSHALL,1095,DEMOCRAT,4917,35316
2016,ALABAMA,AL,MARSHALL,1095,REPUBLICAN,29233,35316
2016,ALABAMA,AL,MOBILE,1097,DEMOCRAT,72186,172737
2016,ALABAMA,AL,MOBILE,1097,REPUBLICAN,95116,172737
2016,ALABAMA,AL,MONROE,1099,DEMOCRAT,4332,10271
2016,ALABAMA,AL,MONROE,1099,REPUBLICAN,5795,10271
2016,ALABAMA,AL,MONTGOMERY,1101,DEMOCRAT,58916,95878
2016,ALABAMA,AL,MONTGOMERY,1101,REPUBLICAN,34003,95878
2016,ALABAMA,AL,MORGAN,1103,DEMOCRAT,11254,50644
2016,ALABAMA,AL,MORGAN,1103,REPUBLICAN,37486,50644
2016,ALABAMA,AL,PERRY,1105,DEMOCRAT,3824,5278
2016,ALABAMA,AL,PERRY,1105,REPUBLICAN,1407,5278
2016,ALABAMA,AL,PICKENS,1107,DEMOCRAT,3972,9542
2016,ALABAMA,AL,PICKENS,1107,REPUBLICAN,5456,9542
2016,ALABAMA,AL,PIKE,1109,DEMOCRAT,5056,13168
2016,ALABAMA,AL,PIKE,1109,REPUBLICAN,7693,13168
2016,ALABAMA,AL,RANDOLPH,1111,DEMOCRAT,2291,10187
2016,ALABAMA,AL,RANDOLPH,1111,REPUBLICAN,7705,10187
2016,ALABAMA,AL,RUSSELL,1113,DEMOCRAT,9579,19256
2016,ALABAMA,AL,RUSSELL,1113,REPUBLICAN,9210,19256
2016,ALABAMA,AL,ST. CLAIR,1115,DEMOCRAT,5589,38400
2016,ALABAMA,AL,ST. CLAIR,1115,REPUBLICAN,31651,38400
2016,ALABAMA,AL,SHELBY,1117,DEMOCRAT,22977,101254
2016,ALABAMA,AL,SHELBY,1117,REPUBLICAN,73020,101254
2016,ALABAMA,AL,SUMTER,1119,DEMOCRAT,4746,6411
2016,ALABAMA,AL,SUMTER,1119,REPUBLICAN,1581,6411
2016,ALABAMA,AL,TALLADEGA,1121,DEMOCRAT,12121,33407
2016,ALABAMA,AL,TALLADEGA,1121,REPUBLICAN,20614,33407
2016,ALABAMA,AL,TALLAPOOSA,1123,DEMOCRAT,5519,19486
2016,ALABAMA,AL,TALLAPOOSA,1123,REPUBLICAN,13594,19486
2016,ALABAMA,AL,TUSCALOOSA,1125,DEMOCRAT,31762,82700
2016,ALABAMA,AL,TUSCALOOSA,1125,REPUBLICAN,47723,82700
2016,ALABAMA,AL,WALKER,1127,DEMOCRAT,4497,29472
2016,ALABAMA,AL,WALKER,1127,REPUBLICAN,24266,29472
2016,ALABAMA,AL,WASHINGTON,1129,DEMOCRAT,2374,8533
2016,ALABAMA,AL,WASHINGTON,1129,REPUBLICAN,6042,8533
2016,ALABAMA,AL,WILCOX,1131,DEMOCRAT,4339,6118
2016,ALABAMA,AL,WILCOX,1131,REPUBLICAN,1737,6118
2016,ALABAMA,AL,WINSTON,1133,DEMOCRAT,872,10313
2016,ALABAMA,AL,WINSTON,1133,REPUBLICAN,9228,10313
2016,ARIZONA,AZ,APACHE,4001,DEMOCRAT,17083,27661
2016,ARIZONA,AZ,APACHE,4001,REPUBLICAN,8240,27661
2016,ARIZONA,AZ,COCHISE,4003,DEMOCRAT,17450,50015
2016,ARIZONA,AZ,COCHISE,4003,REPUBLICAN,28092,50015
2016,ARIZONA,AZ,COCONINO,4005,DEMOCRAT,32404,59784
2016,ARIZONA,AZ,COCONINO,4005,REPUBLICAN,21108,59784
2016,ARIZONA,AZ,GILA,4007,DEMOCRAT,7003,22312
2016,ARIZONA,AZ,GILA,4007,REPUBLICAN,14182,22312
2016,ARIZONA,AZ,GRAHAM,4009,DEMOCRAT,3301,12134
2016,ARIZONA,AZ,GRAHAM,4009,REPUBLICAN,8025,12134
2016,ARIZONA,AZ,GREENLEE,4011,DEMOCRAT,1092,3270
2016,ARIZONA,AZ,GREENLEE,4011,REPUBLICAN,1892,3270
2016,ARIZONA,AZ,LA PAZ,4012,DEMOCRAT,1575,5951
2016,ARIZONA,AZ,LA PAZ,4012,REPUBLICAN,4003,5951
2016,ARIZONA,AZ,MARICOPA,4013,DEMOCRAT,702907,1567834
2016,ARIZONA,AZ,MARICOPA,4013,REPUBLICAN,747361,1567834
2016,ARIZONA,AZ,MOHAVE,4015,DEMOCRAT,17455,79943
2016,ARIZONA,AZ,MOHAVE,4015,REPUBLICAN,58282,79943
2016,ARIZONA,AZ,NAVAJO,4017,DEMOCRAT,16459,40294
2016,ARIZONA,AZ,NAVAJO,4017,REPUBLICAN,20577,40294
2016,ARIZONA,AZ,PIMA,4019,DEMOCRAT,224661,421640
2016,ARIZONA,AZ,PIMA,4019,REPUBLICAN,167428,421640
2016,ARIZONA,AZ,PINAL,4021,DEMOCRAT,47892,129546
2016,ARIZONA,AZ,PINAL,4021,REPUBLICAN,72819,129546
2016,ARIZONA,AZ,SANTA CRUZ,4023,DEMOCRAT,11690,16433
2016,ARIZONA,AZ,SANTA CRUZ,4023,REPUBLICAN,3897,16433
2016,ARIZONA,AZ,YAVAPAI,4025,DEMOCRAT,35590,114450
2016,ARIZONA,AZ,YAVAPAI,4025,REPUBLICAN,71330,114450
2016,ARIZONA,AZ,YUMA,4027,DEMOCRAT,24605,53010
2016,ARIZONA,AZ,YUMA,4027,REPUBLICAN,25165,53010
2016,ARKANSAS,AR,ARKANSAS,5001,DEMOCRAT,1939,6212
2016,ARKANSAS,AR,ARKANSAS,5001,REPUBLICAN,3826,6212
2016,ARKANSAS,AR,ASHLEY,5003,DEMOCRAT,2408,8083
2016,ARKANSAS,AR,ASHLEY,5003,REPUBLICAN,5338,8083
2016,ARKANSAS,AR,BAXTER,5005,DEMOCRAT,4169,19766
2016,ARKANSAS,AR,BAXTER,5005,REPUBLICAN,14682,19766
2016,ARKANSAS,AR,BENTON,5007,DEMOCRAT,28005,96824
2016,ARKANSAS,AR,BENTON,5007,REPUBLICAN,60871,96824
2016,ARKANSAS,AR,BOONE,5009,DEMOCRAT,2926,16111
2016,ARKANSAS,AR,BOONE,5009,REPUBLICAN,12235,16111
2016,ARKANSAS,AR,BRADLEY,5011,DEMOCRAT,1317,3653
2016,ARKANSAS,AR,BRADLEY,5011,REPUBLICAN,2164,3653
2016,ARKANSAS,AR,CALHOUN,5013,DEMOCRAT,639,2269
2016,ARKANSAS,AR,CALHOUN,5013,REPUBLICAN,1556,2269
2016,ARKANSAS,AR,CARROLL,5015,DEMOCRAT,3342,10758
2016,ARKANSAS,AR,CARROLL,5015,REPUBLICAN,6786,10758
2016,ARKANSAS,AR,CHICOT,5017,DEMOCRAT,2350,4176
2016,ARKANSAS,AR,CHICOT,5017,REPUBLICAN,1716,4176
2016,ARKANSAS,AR,CLARK,5019,DEMOCRAT,3620,8526
2016,ARKANSAS,AR,CLARK,5019,REPUBLICAN,4404,8526
2016,ARKANSAS,AR,CLAY,5021,DEMOCRAT,1199,5200
2016,ARKANSAS,AR,CLAY,5021,REPUBLICAN,3781,5200
2016,ARKANSAS,AR,CLEBURNE,5023,DEMOCRAT,2101,12085
2016,ARKANSAS,AR,CLEBURNE,5023,REPUBLICAN,9458,12085
2016,ARKANSAS,AR,CLEVELAND,5025,DEMOCRAT,723,3354
2016,ARKANSAS,AR,CLEVELAND,5025,REPUBLICAN,2462,3354
2016,ARKANSAS,AR,COLUMBIA,5027,DEMOCRAT,3140,8887
2016,ARKANSAS,AR,COLUMBIA,5027,REPUBLICAN,5456,8887
2016,ARKANSAS,AR,CONWAY,5029,DEMOCRAT,2656,7927
2016,ARKANSAS,AR,CONWAY,5029,REPUBLICAN,4849,7927
2016,ARKANSAS,AR,CRAIGHEAD,5031,DEMOCRAT,10538,35573
2016,ARKANSAS,AR,CRAIGHEAD,5031,REPUBLICAN,22892,35573
2016,ARKANSAS,AR,CRAWFORD,5033,DEMOCRAT,4488,22450
2016,ARKANSAS,AR,CRAWFORD,5033,REPUBLICAN,16686,22450
2016,ARKANSAS,AR,CRITTENDEN,5035,DEMOCRAT,8410,15952
2016,ARKANSAS,AR,CRITTENDEN,5035,REPUBLICAN,6964,15952
2016,ARKANSAS,AR,CROSS,5037,DEMOCRAT,1999,6874
2016,ARKANSAS,AR,CROSS,5037,REPUBLICAN,4584,6874
2016,ARKANSAS,AR,DALLAS,5039,DEMOCRAT,1165,2771
2016,ARKANSAS,AR,DALLAS,5039,REPUBLICAN,1509,2771
2016,ARKANSAS,AR,DESHA,5041,DEMOCRAT,2228,4257
2016,ARKANSAS,AR,DESHA,5041,REPUBLICAN,1919,4257
2016,ARKANSAS,AR,DREW,5043,DEMOCRAT,2365,6595
2016,ARKANSAS,AR,DREW,5043,REPUBLICAN,3968,6595
2016,ARKANSAS,AR,FAULKNER,5045,DEMOCRAT,14629,47527
2016,ARKANSAS,AR,FAULKNER,5045,REPUBLICAN,29346,47527
2016,ARKANSAS,AR,FRANKLIN,5047,DEMOCRAT,1376,6770
2016,ARKANSAS,AR,FRANKLIN,5047,REPUBLICAN,5039,6770
2016,ARKANSAS,AR,FULTON,5049,DEMOCRAT,1067,4772
2016,ARKANSAS,AR,FULTON,5049,REPUBLICAN,3471,4772
2016,ARKANSAS,AR,GARLAND,5051,DEMOCRAT,12311,40805
2016,ARKANSAS,AR,GARLAND,5051,REPUBLICAN,26087,40805
2016,ARKANSAS,AR,GRANT,5053,DEMOCRAT,1373,7445
2016,ARKANSAS,AR,GRANT,5053,REPUBLICAN,5725,7445
2016,ARKANSAS,AR,GREENE,5055,DEMOCRAT,3071,14600
2016,ARKANSAS,AR,GREENE,5055,REPUBLICAN,10720,14600
2016,ARKANSAS,AR,HEMPSTEAD,5057,DEMOCRAT,2377,7049
2016,ARKANSAS,AR,HEMPSTEAD,5057,REPUBLICAN,4401,7049
2016,ARKANSAS,AR,HOT SPRING,5059,DEMOCRAT,3149,11944
2016,ARKANSAS,AR,HOT SPRING,5059,REPUBLICAN,8172,11944
2016,ARKANSAS,AR,HOWARD,5061,DEMOCRAT,1351,4674
2016,ARKANSAS,AR,HOWARD,5061,REPUBLICAN,3157,4674
2016,ARKANSAS,AR,INDEPENDENCE,5063,DEMOCRAT,2881,13614
2016,ARKANSAS,AR,INDEPENDENCE,5063,REPUBLICAN,9936,13614
2016,ARKANSAS,AR,IZARD,5065,DEMOCRAT,1113,5448
2016,ARKANSAS,AR,IZARD,5065,REPUBLICAN,4042,5448
2016,ARKANSAS,AR,JACKSON,5067,DEMOCRAT,1583,5156
2016,ARKANSAS,AR,JACKSON,5067,REPUBLICAN,3267,5156
2016,ARKANSAS,AR,JEFFERSON,5069,DEMOCRAT,15772,25894
2016,ARKANSAS,AR,JEFFERSON,5069,REPUBLICAN,9250,25894
2016,ARKANSAS,AR,JOHNSON,5071,DEMOCRAT,2427,9112
2016,ARKANSAS,AR,JOHNSON,5071,REPUBLICAN,6091,9112
2016,ARKANSAS,AR,LAFAYETTE,5073,DEMOCRAT,1032,2860
2016,ARKANSAS,AR,LAFAYETTE,5073,REPUBLICAN,1758,2860
2016,ARKANSAS,AR,LAWRENCE,5075,DEMOCRAT,1263,5685
2016,ARKANSAS,AR,LAWRENCE,5075,REPUBLICAN,4064,5685
2016,ARKANSAS,AR,LEE,5077,DEMOCRAT,1735,3026
2016,ARKANSAS,AR,LEE,5077,REPUBLICAN,1229,3026
2016,ARKANSAS,AR,LINCOLN,5079,DEMOCRAT,1252,3826
2016,ARKANSAS,AR,LINCOLN,5079,REPUBLICAN,2455,3826
2016,ARKANSAS,AR,LITTLE RIVER,5081,DEMOCRAT,1397,5227
2016,ARKANSAS,AR,LITTLE RIVER,5081,REPUBLICAN,3605,5227
2016,ARKANSAS,AR,LOGAN,5083,DEMOCRAT,1715,7921
2016,ARKANSAS,AR,LOGAN,5083,REPUBLICAN,5746,7921
2016,ARKANSAS,AR,LONOKE,5085,DEMOCRAT,5664,27100
2016,ARKANSAS,AR,LONOKE,5085,REPUBLICAN,19958,27100
2016,ARKANSAS,AR,MADISON,5087,DEMOCRAT,1588,6841
2016,ARKANSAS,AR,MADISON,5087,REPUBLICAN,4928,6841
2016,ARKANSAS,AR,MARION,5089,DEMOCRAT,1434,7107
2016,ARKANSAS,AR,MARION,5089,REPUBLICAN,5336,7107
2016,ARKANSAS,AR,MILLER,5091,DEMOCRAT,4273,16091
2016,ARKANSAS,AR,MILLER,5091,REPUBLICAN,11294,16091
2016,ARKANSAS,AR,MISSISSIPPI,5093,DEMOCRAT,5670,13204
2016,ARKANSAS,AR,MISSISSIPPI,5093,REPUBLICAN,7061,13204
2016,ARKANSAS,AR,MONROE,5095,DEMOCRAT,1312,2884
2016,ARKANSAS,AR,MONROE,5095,REPUBLICAN,1489,2884
2016,ARKANSAS,AR,MONTGOMERY,5097,DEMOCRAT,748,3559
2016,ARKANSAS,AR,MONTGOMERY,5097,REPUBLICAN,2643,3559
2016,ARKANSAS,AR,NEVADA,5099,DEMOCRAT,1157,3246
2016,ARKANSAS,AR,NEVADA,5099,REPUBLICAN,2000,3246
2016,ARKANSAS,AR,NEWTON,5101,DEMOCRAT,699,3753
2016,ARKANSAS,AR,NEWTON,5101,REPUBLICAN,2875,3753
2016,ARKANSAS,AR,OUACHITA,5103,DEMOCRAT,4321,9935
2016,ARKANSAS,AR,OUACHITA,5103,REPUBLICAN,5351,9935
2016,ARKANSAS,AR,PERRY,5105,DEMOCRAT,1049,4306
2016,ARKANSAS,AR,PERRY,5105,REPUBLICAN,3008,4306
2016,ARKANSAS,AR,PHILLIPS,5107,DEMOCRAT,4310,6953
2016,ARKANSAS,AR,PHILLIPS,5107,REPUBLICAN,2446,6953
2016,ARKANSAS,AR,PIKE,5109,DEMOCRAT,685,3981
2016,ARKANSAS,AR,PIKE,5109,REPUBLICAN,3150,3981
2016,ARKANSAS,AR,POINSETT,5111,DEMOCRAT,1880,7722
2016,ARKANSAS,AR,POINSETT,5111,REPUBLICAN,5502,7722
2016,ARKANSAS,AR,POLK,5113,DEMOCRAT,1212,8231
2016,ARKANSAS,AR,POLK,5113,REPUBLICAN,6618,8231
2016,ARKANSAS,AR,POPE,5115,DEMOCRAT,5000,22569
2016,ARKANSAS,AR,POPE,5115,REPUBLICAN,16256,22569
2016,ARKANSAS,AR,PRAIRIE,5117,DEMOCRAT,814,3444
2016,ARKANSAS,AR,PRAIRIE,5117,REPUBLICAN,2505,3444
2016,ARKANSAS,AR,PULASKI,5119,DEMOCRAT,89574,159776
2016,ARKANSAS,AR,PULASKI,5119,REPUBLICAN,61257,159776
2016,ARKANSAS,AR,RANDOLPH,5121,DEMOCRAT,1425,6379
2016,ARKANSAS,AR,RANDOLPH,5121,REPUBLICAN,4509,6379
2016,ARKANSAS,AR,ST. FRANCIS,5123,DEMOCRAT,4031,7430
2016,ARKANSAS,AR,ST. FRANCIS,5123,REPUBLICAN,3195,7430
2016,ARKANSAS,AR,SALINE,5125,DEMOCRAT,13256,52100
2016,ARKANSAS,AR,SALINE,5125,REPUBLICAN,35863,52100
2016,ARKANSAS,AR,SCOTT,5127,DEMOCRAT,602,3510
2016,ARKANSAS,AR,SCOTT,5127,REPUBLICAN,2731,3510
2016,ARKANSAS,AR,SEARCY,5129,DEMOCRAT,601,3728
2016,ARKANSAS,AR,SEARCY,5129,REPUBLICAN,2955,3728
2016,ARKANSAS,AR,SEBASTIAN,5131,DEMOCRAT,12300,44637
2016,ARKANSAS,AR,SEBASTIAN,5131,REPUBLICAN,29127,44637
2016,ARKANSAS,AR,SEVIER,5133,DEMOCRAT,1075,4562
2016,ARKANSAS,AR,SEVIER,5133,REPUBLICAN,3282,4562
2016,ARKANSAS,AR,SHARP,5135,DEMOCRAT,1472,7249
2016,ARKANSAS,AR,SHARP,5135,REPUBLICAN,5407,7249
2016,ARKANSAS,AR,STONE,5137,DEMOCRAT,1203,5618
2016,ARKANSAS,AR,STONE,5137,REPUBLICAN,4113,5618
2016,ARKANSAS,AR,UNION,5139,DEMOCRAT,5855,16894
2016,ARKANSAS,AR,UNION,5139,REPUBLICAN,10456,16894
2016,ARKANSAS,AR,VAN BUREN,5141,DEMOCRAT,1549,7339
2016,ARKANSAS,AR,VAN BUREN,5141,REPUBLICAN,5382,7339
2016,ARKANSAS,AR,WASHINGTON,5143,DEMOCRAT,33366,81861
2016,ARKANSAS,AR,WASHINGTON,5143,REPUBLICAN,41476,81861
2016,ARKANSAS,AR,WHITE,5145,DEMOCRAT,5170,27219
2016,ARKANSAS,AR,WHITE,5145,REPUBLICAN,21077,27219
2016,ARKANSAS,AR,WOODRUFF,5147,DEMOCRAT,1118,2571
2016,ARKANSAS,AR,WOODRUFF,5147,REPUBLICAN,1347,2571
2016,ARKANSAS,AR,YELL,5149,DEMOCRAT,1480,6439
2016,ARKANSAS,AR,YELL,5149,REPUBLICAN,4608,6439
2016,CALIFORNIA,CA,ALAMEDA,6001,DEMOCRAT,514842,654266
2016,CALIFORNIA,CA,ALAMEDA,6001,REPUBLICAN,95922,654266
2016,CALIFORNIA,CA,ALPINE,6003,DEMOCRAT,334,602
2016,CALIFORNIA,CA,ALPINE,6003,REPUBLICAN,217,602
2016,CALIFORNIA,CA,AMADOR,6005,DEMOCRAT,6004,17734
2016,CALIFORNIA,CA,AMADOR,6005,REPUBLICAN,10485,17734
2016,CALIFORNIA,CA,BUTTE,6007,DEMOCRAT,41567,95564
2016,CALIFORNIA,CA,BUTTE,6007,REPUBLICAN,45144,95564
2016,CALIFORNIA,CA,CALAVERAS,6009,DEMOCRAT,7944,23136
2016,CALIFORNIA,CA,CALAVERAS,6009,REPUBLICAN,13511,23136
2016,CALIFORNIA,CA,COLUSA,6011,DEMOCRAT,2661,6632
2016,CALIFORNIA,CA,COLUSA,6011,REPUBLICAN,3551,6632
2016,CALIFORNIA,CA,CONTRA COSTA,6013,DEMOCRAT,319287,466175
2016,CALIFORNIA,CA,CONTRA COSTA,6013,REPUBLICAN,115956,466175
2016,CALIFORNIA,CA,DEL NORTE,6015,DEMOCRAT,3485,9558
2016,CALIFORNIA,CA,DEL NORTE,6015,REPUBLICAN,5134,9558
2016,CALIFORNIA,CA,EL DORADO,6017,DEMOCRAT,36404,93591
2016,CALIFORNIA,CA,EL DORADO,6017,REPUBLICAN,49247,93591
2016,CALIFORNIA,CA,FRESNO,6019,DEMOCRAT,141341,282319
2016,CALIFORNIA,CA,FRESNO,6019,REPUBLICAN,124049,282319
2016,CALIFORNIA,CA,GLENN,6021,DEMOCRAT,3065,9470
2016,CALIFORNIA,CA,GLENN,6021,REPUBLICAN,5788,9470
2016,CALIFORNIA,CA,HUMBOLDT,6023,DEMOCRAT,33200,59246
2016,CALIFORNIA,CA,HUMBOLDT,6023,REPUBLICAN,18373,59246
2016,CALIFORNIA,CA,IMPERIAL,6025,DEMOCRAT,32667,48091
2016,CALIFORNIA,CA,IMPERIAL,6025,REPUBLICAN,12704,48091
2016,CALIFORNIA,CA,INYO,6027,DEMOCRAT,3155,8086
2016,CALIFORNIA,CA,INYO,6027,REPUBLICAN,4248,8086
2016,CALIFORNIA,CA,KERN,6029,DEMOCRAT,98689,244163
2016,CALIFORNIA,CA,KERN,6029,REPUBLICAN,129584,244163
2016,CALIFORNIA,CA,KINGS,6031,DEMOCRAT,13617,33915
2016,CALIFORNIA,CA,KINGS,6031,REPUBLICAN,18093,33915
2016,CALIFORNIA,CA,LAKE,6033,DEMOCRAT,11496,24496
2016,CALIFORNIA,CA,LAKE,6033,REPUBLICAN,10599,24496
2016,CALIFORNIA,CA,LASSEN,6035,DEMOCRAT,2224,10524
2016,CALIFORNIA,CA,LASSEN,6035,REPUBLICAN,7574,10524
2016,CALIFORNIA,CA,LOS ANGELES,6037,DEMOCRAT,2464364,3434308
2016,CALIFORNIA,CA,LOS ANGELES,6037,REPUBLICAN,769743,3434308
2016,CALIFORNIA,CA,MADERA,6039,DEMOCRAT,17029,43112
2016,CALIFORNIA,CA,MADERA,6039,REPUBLICAN,23357,43112
2016,CALIFORNIA,CA,MARIN,6041,DEMOCRAT,108707,139273
2016,CALIFORNIA,CA,MARIN,6041,REPUBLICAN,21771,139273
2016,CALIFORNIA,CA,MARIPOSA,6043,DEMOCRAT,3122,8877
2016,CALIFORNIA,CA,MARIPOSA,6043,REPUBLICAN,5185,8877
2016,CALIFORNIA,CA,MENDOCINO,6045,DEMOCRAT,22079,37477
2016,CALIFORNIA,CA,MENDOCINO,6045,REPUBLICAN,10888,37477
2016,CALIFORNIA,CA,MERCED,6047,DEMOCRAT,37317,70789
2016,CALIFORNIA,CA,MERCED,6047,REPUBLICAN,28725,70789
2016,CALIFORNIA,CA,MODOC,6049,DEMOCRAT,877,3788
2016,CALIFORNIA,CA,MODOC,6049,REPUBLICAN,2696,3788
2016,CALIFORNIA,CA,MONO,6051,DEMOCRAT,2773,5276
